Name,URL,Page,Infobox
Ned Stark,https://en.wikipedia.org/wiki/Ned_Stark,Yes,"b'<table class=""infobox"" style=""width:22em;border-spacing: 2px 5px;"">\n<tr>\n<th colspan=""2"" style=""text-align:center;font-size:125%;font-weight:bold;background: #DEDEE2;"">Eddard ""Ned"" Stark</th>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><i><a href=""/wiki/A_Song_of_Ice_and_Fire"" title=""A Song of Ice and Fire"">A Song of Ice and Fire</a></i> character <i><br/>\n<a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i> character</td>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><a class=""image"" href=""/wiki/File:Ned_Stark-Sean_Bean.jpg""><img alt=""Ned Stark-Sean Bean.jpg"" data-file-height=""433"" data-file-width=""299"" height=""319"" src=""//upload.wikimedia.org/wikipedia/en/thumb/5/52/Ned_Stark-Sean_Bean.jpg/220px-Ned_Stark-Sean_Bean.jpg"" srcset=""//upload.wikimedia.org/wikipedia/en/5/52/Ned_Stark-Sean_Bean.jpg 1.5x"" width=""220""/></a>\n<div>Sean Bean as Ned Stark</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">First appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i><a href=""/wiki/A_Game_of_Thrones"" title=""A Game of Thrones"">A Game of Thrones</a></i> (1996)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/Winter_Is_Coming"" title=""Winter Is Coming"">Winter Is Coming</a>"" (2011)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Last appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i>A Game of Thrones</i> (1996)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/The_Dragon_and_the_Wolf"" title=""The Dragon and the Wolf"">The Dragon and the Wolf</a>"" (2017)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Created by</th>\n<td><a href=""/wiki/George_R._R._Martin"" title=""George R. R. Martin"">George R. R. Martin</a></td>\n</tr>\n<tr>\n<th scope=""row"">Portrayed by</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Sean_Bean"" title=""Sean Bean"">Sean Bean</a></li>\n<li><a href=""/wiki/Sebastian_Croft"" title=""Sebastian Croft"">Sebastian Croft</a> (child)</li>\n<li><a href=""/wiki/Robert_Aramayo"" title=""Robert Aramayo"">Robert Aramayo</a> (young)<br/>\n(<i><a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i>)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th colspan=""2"" style=""text-align:center;background: #DEDEE2;"">Information</th>\n</tr>\n<tr>\n<th scope=""row"">Aliases</th>\n<td>The Quiet Wolf</td>\n</tr>\n<tr>\n<th scope=""row"">Gender</th>\n<td>Male</td>\n</tr>\n<tr>\n<th scope=""row"">Title</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Lord of Winterfell</li>\n<li>Lord Paramount and Warden of the North</li>\n<li>Hand of the King</li>\n<li>Protector of the Realm</li>\n<li>Lord Regent of the Seven Kingdoms</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Family</th>\n<td><a class=""mw-redirect"" href=""/wiki/House_Stark"" title=""House Stark"">House Stark</a></td>\n</tr>\n<tr>\n<th scope=""row""><span class=""nowrap"">Spouse(s)</span></th>\n<td><a href=""/wiki/Catelyn_Stark"" title=""Catelyn Stark"">Catelyn Tully</a></td>\n</tr>\n<tr>\n<th scope=""row"">Children</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Robb_Stark"" title=""Robb Stark"">Robb Stark</a></li>\n<li><a href=""/wiki/Sansa_Stark"" title=""Sansa Stark"">Sansa Stark</a></li>\n<li><a href=""/wiki/Arya_Stark"" title=""Arya Stark"">Arya Stark</a></li>\n<li><a href=""/wiki/Bran_Stark"" title=""Bran Stark"">Bran Stark</a></li>\n<li><a href=""/wiki/Rickon_Stark"" title=""Rickon Stark"">Rickon Stark</a></li>\n<li><a href=""/wiki/Jon_Snow_(character)"" title=""Jon Snow (character)"">Jon Snow</a> <small>(books)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Relatives</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Rickard Stark <small>(father)</small></li>\n<li>Lyarra Stark <small>(mother)</small></li>\n<li>Brandon Stark <small>(brother)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lyanna_Stark"" title=""Lyanna Stark"">Lyanna Stark</a> <small>(sister)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Benjen_Stark"" title=""Benjen Stark"">Benjen Stark</a> <small>(brother)</small></li>\n<li>Jon Snow <small>(nephew/adoptive son; TV series)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Kingdom</th>\n<td><a class=""mw-redirect"" href=""/wiki/The_North_(A_Song_of_Ice_and_Fire)"" title=""The North (A Song of Ice and Fire)"">The North</a></td>\n</tr>\n</table>'"
Catelyn Stark,https://en.wikipedia.org/wiki/Catelyn_Stark,Yes,"b'<table class=""infobox"" style=""width:22em;border-spacing: 2px 5px;"">\n<tr>\n<th colspan=""2"" style=""text-align:center;font-size:125%;font-weight:bold;background: #DEDEE2;"">Catelyn Stark</th>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><i><a href=""/wiki/A_Song_of_Ice_and_Fire"" title=""A Song of Ice and Fire"">A Song of Ice and Fire</a></i> character <i><br/>\n<a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i> character</td>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><a class=""image"" href=""/wiki/File:Catelyn_Stark-Michelle_Fairley_S3.jpg""><img alt=""Catelyn Stark-Michelle Fairley S3.jpg"" data-file-height=""375"" data-file-width=""251"" height=""329"" src=""//upload.wikimedia.org/wikipedia/en/thumb/2/25/Catelyn_Stark-Michelle_Fairley_S3.jpg/220px-Catelyn_Stark-Michelle_Fairley_S3.jpg"" srcset=""//upload.wikimedia.org/wikipedia/en/2/25/Catelyn_Stark-Michelle_Fairley_S3.jpg 1.5x"" width=""220""/></a>\n<div><a href=""/wiki/Michelle_Fairley"" title=""Michelle Fairley"">Michelle Fairley</a> as Catelyn Stark</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">First appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i><a href=""/wiki/A_Game_of_Thrones"" title=""A Game of Thrones"">A Game of Thrones</a></i> (1996)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/Winter_Is_Coming"" title=""Winter Is Coming"">Winter Is Coming</a>"" (2011)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Last appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/The_Rains_of_Castamere"" title=""The Rains of Castamere"">The Rains of Castamere</a>"" (2013)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Created by</th>\n<td><a href=""/wiki/George_R._R._Martin"" title=""George R. R. Martin"">George R. R. Martin</a></td>\n</tr>\n<tr>\n<th scope=""row"">Portrayed by</th>\n<td><a href=""/wiki/Michelle_Fairley"" title=""Michelle Fairley"">Michelle Fairley</a><br/>\n(<i><a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i>)</td>\n</tr>\n<tr>\n<th colspan=""2"" style=""text-align:center;background: #DEDEE2;"">Information</th>\n</tr>\n<tr>\n<th scope=""row"">Aliases</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Cat</li>\n<li>Lady Stoneheart</li>\n<li>The Silent Sister</li>\n<li>Mother Merciless</li>\n<li>The Hangwoman</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Gender</th>\n<td>Female</td>\n</tr>\n<tr>\n<th scope=""row"">Title</th>\n<td>Lady of Winterfell</td>\n</tr>\n<tr>\n<th scope=""row"">Family</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a class=""mw-redirect"" href=""/wiki/House_Tully"" title=""House Tully"">House Tully</a></li>\n<li><a class=""mw-redirect"" href=""/wiki/House_Stark"" title=""House Stark"">House Stark</a></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row""><span class=""nowrap"">Spouse(s)</span></th>\n<td><a href=""/wiki/Ned_Stark"" title=""Ned Stark"">Ned Stark</a></td>\n</tr>\n<tr>\n<th scope=""row"">Children</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Robb_Stark"" title=""Robb Stark"">Robb Stark</a></li>\n<li><a href=""/wiki/Sansa_Stark"" title=""Sansa Stark"">Sansa Stark</a></li>\n<li><a href=""/wiki/Arya_Stark"" title=""Arya Stark"">Arya Stark</a></li>\n<li><a href=""/wiki/Bran_Stark"" title=""Bran Stark"">Bran Stark</a></li>\n<li><a href=""/wiki/Rickon_Stark"" title=""Rickon Stark"">Rickon Stark</a></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Relatives</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a class=""mw-redirect"" href=""/wiki/Hoster_Tully"" title=""Hoster Tully"">Hoster Tully</a> <small>(father)</small></li>\n<li>Minisa Whent <small>(mother)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lysa_Arryn"" title=""Lysa Arryn"">Lysa Tully</a> <small>(sister)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Edmure_Tully"" title=""Edmure Tully"">Edmure Tully</a> <small>(brother)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Robert_Arryn"" title=""Robert Arryn"">Robert/Robin Arryn</a> <small>(nephew)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Brynden_Tully"" title=""Brynden Tully"">Brynden Tully</a> <small>(uncle)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Kingdom</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/World_of_A_Song_of_Ice_and_Fire#The_Riverlands"" title=""World of A Song of Ice and Fire"">The Riverlands</a></li>\n<li><a class=""mw-redirect"" href=""/wiki/The_North_(A_Song_of_Ice_and_Fire)"" title=""The North (A Song of Ice and Fire)"">The North</a></li>\n</ul>\n</div>\n</td>\n</tr>\n</table>'"
Robb Stark,https://en.wikipedia.org/wiki/Robb_Stark,Yes,"b'<table class=""infobox"" style=""width:22em;border-spacing: 2px 5px;"">\n<tr>\n<th colspan=""2"" style=""text-align:center;font-size:125%;font-weight:bold;background: #DEDEE2;"">Robb Stark</th>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><i><a href=""/wiki/A_Song_of_Ice_and_Fire"" title=""A Song of Ice and Fire"">A Song of Ice and Fire</a></i> character <i><br/>\n<a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i> character</td>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><a class=""image"" href=""/wiki/File:Robb_Stark-Richard_Madden.jpg""><img alt=""Robb Stark-Richard Madden.jpg"" data-file-height=""400"" data-file-width=""300"" height=""293"" src=""//upload.wikimedia.org/wikipedia/en/thumb/c/ce/Robb_Stark-Richard_Madden.jpg/220px-Robb_Stark-Richard_Madden.jpg"" srcset=""//upload.wikimedia.org/wikipedia/en/c/ce/Robb_Stark-Richard_Madden.jpg 1.5x"" width=""220""/></a>\n<div><a href=""/wiki/Richard_Madden"" title=""Richard Madden"">Richard Madden</a> as Robb Stark</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">First appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i><a href=""/wiki/A_Game_of_Thrones"" title=""A Game of Thrones"">A Game of Thrones</a></i> (1996)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/Winter_Is_Coming"" title=""Winter Is Coming"">Winter Is Coming</a>"" (2011)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Last appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i><a href=""/wiki/A_Storm_of_Swords"" title=""A Storm of Swords"">A Storm of Swords</a></i> (2000)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/The_Rains_of_Castamere"" title=""The Rains of Castamere"">The Rains of Castamere</a>"" (2013)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Created by</th>\n<td><a href=""/wiki/George_R._R._Martin"" title=""George R. R. Martin"">George R. R. Martin</a></td>\n</tr>\n<tr>\n<th scope=""row"">Portrayed by</th>\n<td><a href=""/wiki/Richard_Madden"" title=""Richard Madden"">Richard Madden</a><br/>\n(<i><a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i>)</td>\n</tr>\n<tr>\n<th colspan=""2"" style=""text-align:center;background: #DEDEE2;"">Information</th>\n</tr>\n<tr>\n<th scope=""row"">Aliases</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>The Young Wolf</li>\n<li>Robb the Lord</li>\n<li>The Wolfling</li>\n<li>The Pup</li>\n<li>The Boy Wolf</li>\n<li>The King Who Lost the North</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Gender</th>\n<td>Male</td>\n</tr>\n<tr>\n<th scope=""row"">Title</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Lord of Winterfell</li>\n<li>King in the North</li>\n<li>King of the Trident</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Family</th>\n<td><a class=""mw-redirect"" href=""/wiki/House_Stark"" title=""House Stark"">House Stark</a></td>\n</tr>\n<tr>\n<th scope=""row""><span class=""nowrap"">Spouse(s)</span></th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a class=""mw-redirect"" href=""/wiki/Jeyne_Westerling"" title=""Jeyne Westerling"">Jeyne Westerling</a> <small>(books)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Talisa_Maegyr"" title=""Talisa Maegyr"">Talisa Maegyr</a> <small>(TV series)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Relatives</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Ned_Stark"" title=""Ned Stark"">Ned Stark</a> <small>(father)</small></li>\n<li><a href=""/wiki/Catelyn_Stark"" title=""Catelyn Stark"">Catelyn Tully</a> <small>(mother)</small></li>\n<li><a href=""/wiki/Sansa_Stark"" title=""Sansa Stark"">Sansa Stark</a> <small>(sister)</small></li>\n<li><a href=""/wiki/Arya_Stark"" title=""Arya Stark"">Arya Stark</a> <small>(sister)</small></li>\n<li><a href=""/wiki/Bran_Stark"" title=""Bran Stark"">Bran Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Rickon_Stark"" title=""Rickon Stark"">Rickon Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Jon_Snow_(character)"" title=""Jon Snow (character)"">Jon Snow</a> <small>(half-brother; books)<br/>\n(cousin/foster brother; TV series)</small></li>\n<li>Brandon Stark <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Benjen_Stark"" title=""Benjen Stark"">Benjen Stark</a> <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lyanna_Stark"" title=""Lyanna Stark"">Lyanna Stark</a> <small>(aunt)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lysa_Arryn"" title=""Lysa Arryn"">Lysa Tully</a> <small>(aunt)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Edmure_Tully"" title=""Edmure Tully"">Edmure Tully</a> <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Robert_Arryn"" title=""Robert Arryn"">Robert/Robin Arryn</a> <small>(cousin)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Kingdom</th>\n<td><a class=""mw-redirect"" href=""/wiki/The_North_(A_Song_of_Ice_and_Fire)"" title=""The North (A Song of Ice and Fire)"">The North</a></td>\n</tr>\n</table>'"
Sansa Stark,https://en.wikipedia.org/wiki/Sansa_Stark,Yes,"b'<table class=""infobox"" style=""width:22em;border-spacing: 2px 5px;"">\n<tr>\n<th colspan=""2"" style=""text-align:center;font-size:125%;font-weight:bold;background: #DEDEE2;"">Sansa Stark</th>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><i><a href=""/wiki/A_Song_of_Ice_and_Fire"" title=""A Song of Ice and Fire"">A Song of Ice and Fire</a></i> character <i><br/>\n<a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i> character</td>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><a class=""image"" href=""/wiki/File:SophieTurnerasSansaStark.jpg""><img alt=""SophieTurnerasSansaStark.jpg"" data-file-height=""433"" data-file-width=""300"" height=""318"" src=""//upload.wikimedia.org/wikipedia/en/thumb/7/74/SophieTurnerasSansaStark.jpg/220px-SophieTurnerasSansaStark.jpg"" srcset=""//upload.wikimedia.org/wikipedia/en/7/74/SophieTurnerasSansaStark.jpg 1.5x"" width=""220""/></a>\n<div><a href=""/wiki/Sophie_Turner"" title=""Sophie Turner"">Sophie Turner</a> as Sansa Stark</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">First appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i><a href=""/wiki/A_Game_of_Thrones"" title=""A Game of Thrones"">A Game of Thrones</a></i> (1996)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/Winter_Is_Coming"" title=""Winter Is Coming"">Winter Is Coming</a>"" (2011)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Created by</th>\n<td><a href=""/wiki/George_R._R._Martin"" title=""George R. R. Martin"">George R. R. Martin</a></td>\n</tr>\n<tr>\n<th scope=""row"">Portrayed by</th>\n<td><a href=""/wiki/Sophie_Turner"" title=""Sophie Turner"">Sophie Turner</a><br/>\n(<i><a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i>)</td>\n</tr>\n<tr>\n<th colspan=""2"" style=""text-align:center;background: #DEDEE2;"">Information</th>\n</tr>\n<tr>\n<th scope=""row"">Aliases</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Little Bird</li>\n<li>Alayne Stone</li>\n<li>Jonquil</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Gender</th>\n<td>Female</td>\n</tr>\n<tr>\n<th scope=""row"">Title</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Lady of Winterfell <small>(TV series)</small></li>\n<li>Princess</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Family</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a class=""mw-redirect"" href=""/wiki/House_Stark"" title=""House Stark"">House Stark</a></li>\n<li><a class=""mw-redirect"" href=""/wiki/House_Lannister"" title=""House Lannister"">House Lannister</a></li>\n<li><a class=""mw-redirect"" href=""/wiki/House_Bolton"" title=""House Bolton"">House Bolton</a> <small>(TV series)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row""><span class=""nowrap"">Spouse(s)</span></th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Tyrion_Lannister"" title=""Tyrion Lannister"">Tyrion Lannister</a> <small>(unconsummated)</small></li>\n<li><a href=""/wiki/Ramsay_Bolton"" title=""Ramsay Bolton"">Ramsay Bolton</a> <small>(TV series)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Relatives</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Ned_Stark"" title=""Ned Stark"">Ned Stark</a> <small>(father)</small></li>\n<li><a href=""/wiki/Catelyn_Stark"" title=""Catelyn Stark"">Catelyn Tully</a> <small>(mother)</small></li>\n<li><a href=""/wiki/Robb_Stark"" title=""Robb Stark"">Robb Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Arya_Stark"" title=""Arya Stark"">Arya Stark</a> <small>(sister)</small></li>\n<li><a href=""/wiki/Bran_Stark"" title=""Bran Stark"">Bran Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Rickon_Stark"" title=""Rickon Stark"">Rickon Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Jon_Snow_(character)"" title=""Jon Snow (character)"">Jon Snow</a> <small>(half-brother; books)<br/>\n(cousin/foster brother; TV series)</small></li>\n<li>Brandon Stark <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Benjen_Stark"" title=""Benjen Stark"">Benjen Stark</a> <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lyanna_Stark"" title=""Lyanna Stark"">Lyanna Stark</a> <small>(aunt)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lysa_Arryn"" title=""Lysa Arryn"">Lysa Tully</a> <small>(aunt)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Edmure_Tully"" title=""Edmure Tully"">Edmure Tully</a> <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Robert_Arryn"" title=""Robert Arryn"">Robert/Robin Arryn</a> <small>(cousin)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Kingdom</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a class=""mw-redirect"" href=""/wiki/The_North_(A_Song_of_Ice_and_Fire)"" title=""The North (A Song of Ice and Fire)"">The North</a></li>\n<li><a class=""mw-redirect"" href=""/wiki/Crownlands"" title=""Crownlands"">The Crownlands</a></li>\n</ul>\n</div>\n</td>\n</tr>\n</table>'"
Arya Stark,https://en.wikipedia.org/wiki/Arya_Stark,Yes,"b'<table class=""infobox"" style=""width:22em;border-spacing: 2px 5px;"">\n<tr>\n<th colspan=""2"" style=""text-align:center;font-size:125%;font-weight:bold;background: #DEDEE2;"">Arya Stark</th>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><i><a href=""/wiki/A_Song_of_Ice_and_Fire"" title=""A Song of Ice and Fire"">A Song of Ice and Fire</a></i> character <i><br/>\n<a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i> character</td>\n</tr>\n<tr>\n<td colspan=""2"" style=""text-align:center""><a class=""image"" href=""/wiki/File:Arya_Stark-Maisie_Williams.jpg""><img alt=""Arya Stark-Maisie Williams.jpg"" data-file-height=""404"" data-file-width=""300"" height=""296"" src=""//upload.wikimedia.org/wikipedia/en/thumb/3/39/Arya_Stark-Maisie_Williams.jpg/220px-Arya_Stark-Maisie_Williams.jpg"" srcset=""//upload.wikimedia.org/wikipedia/en/3/39/Arya_Stark-Maisie_Williams.jpg 1.5x"" width=""220""/></a>\n<div><a href=""/wiki/Maisie_Williams"" title=""Maisie Williams"">Maisie Williams</a> as Arya Stark</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">First appearance</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><b>Novel</b>:</li>\n<li><i><a href=""/wiki/A_Game_of_Thrones"" title=""A Game of Thrones"">A Game of Thrones</a></i> (1996)</li>\n<li><b>Television</b>:</li>\n<li>""<a href=""/wiki/Winter_Is_Coming"" title=""Winter Is Coming"">Winter Is Coming</a>"" (2011)</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Created by</th>\n<td><a href=""/wiki/George_R._R._Martin"" title=""George R. R. Martin"">George R. R. Martin</a></td>\n</tr>\n<tr>\n<th scope=""row"">Portrayed by</th>\n<td><a href=""/wiki/Maisie_Williams"" title=""Maisie Williams"">Maisie Williams</a><br/>\n(<i><a href=""/wiki/Game_of_Thrones"" title=""Game of Thrones"">Game of Thrones</a></i>)</td>\n</tr>\n<tr>\n<th colspan=""2"" style=""text-align:center;background: #DEDEE2;"">Information</th>\n</tr>\n<tr>\n<th scope=""row"">Aliases</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li>Arya Horseface</li>\n<li>Arya Underfoot</li>\n<li>Arry</li>\n<li>Lumpyhead/Lumpyface</li>\n<li>Stickboy</li>\n<li>Rabbitkiller</li>\n<li>Weasel</li>\n<li>Nymeria/Nan</li>\n<li>Squab/Squirrel</li>\n<li>Blood Child</li>\n<li>Wolf Girl</li>\n<li>Salty</li>\n<li>Cat of the Canals <small>(books)</small>/Lanna of the Canals <small>(TV series)</small></li>\n<li>No One</li>\n<li>Night Wolf</li>\n<li>Blind Beth</li>\n<li>The Blind Girl/The Ugly Girl</li>\n<li>Mercedene/Mercy</li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Gender</th>\n<td>Female</td>\n</tr>\n<tr>\n<th scope=""row"">Title</th>\n<td>Princess</td>\n</tr>\n<tr>\n<th scope=""row"">Family</th>\n<td><a class=""mw-redirect"" href=""/wiki/House_Stark"" title=""House Stark"">House Stark</a></td>\n</tr>\n<tr>\n<th scope=""row"">Relatives</th>\n<td>\n<div class=""plainlist"">\n<ul>\n<li><a href=""/wiki/Ned_Stark"" title=""Ned Stark"">Ned Stark</a> <small>(father)</small></li>\n<li><a href=""/wiki/Catelyn_Stark"" title=""Catelyn Stark"">Catelyn Tully</a> <small>(mother)</small></li>\n<li><a href=""/wiki/Robb_Stark"" title=""Robb Stark"">Robb Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Sansa_Stark"" title=""Sansa Stark"">Sansa Stark</a> <small>(sister)</small></li>\n<li><a href=""/wiki/Bran_Stark"" title=""Bran Stark"">Bran Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Rickon_Stark"" title=""Rickon Stark"">Rickon Stark</a> <small>(brother)</small></li>\n<li><a href=""/wiki/Jon_Snow_(character)"" title=""Jon Snow (character)"">Jon Snow</a> <small>(half-brother; books)<br/>\n(cousin/foster brother; TV series)</small></li>\n<li>Brandon Stark <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Benjen_Stark"" title=""Benjen Stark"">Benjen Stark</a> <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lyanna_Stark"" title=""Lyanna Stark"">Lyanna Stark</a> <small>(aunt)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Lysa_Arryn"" title=""Lysa Arryn"">Lysa Tully</a> <small>(aunt)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Edmure_Tully"" title=""Edmure Tully"">Edmure Tully</a> <small>(uncle)</small></li>\n<li><a class=""mw-redirect"" href=""/wiki/Robert_Arryn"" title=""Robert Arryn"">Robert ""Sweetrobin"" Arryn</a> <small>(cousin)</small></li>\n</ul>\n</div>\n</td>\n</tr>\n<tr>\n<th scope=""row"">Kingdom</th>\n<td><a class=""mw-redirect"" href=""/wiki/The_North_(A_Song_of_Ice_and_Fire)"" title=""The North (A Song of Ice and Fire)"">The North</a></td>\n</tr>\n</table>'"
